id;name;url;wishlists;occurrences;votes_fire;votes_love;votes_neutral;votes_disgust;votes_poop
3774;FISHIN';https://fortnite.gg/cosmetics?id=3774;7,298;28;4.2K;704;974;455;1.5K
3925;POKI;https://fortnite.gg/cosmetics?id=3925;16,273;44;8.3K;1.8K;1.4K;726;2.8K
3715;C'MERE;https://fortnite.gg/cosmetics?id=3715;2,525;26;660;219;411;120;337
3897;NINJA STYLE;https://fortnite.gg/cosmetics?id=3897;12,398;65;10.3K;1.7K;1.2K;586;3K
4000;SNOW DAY;https://fortnite.gg/cosmetics?id=4000;4,041;8;980;197;159;38;144
3668;AROUND THE CLOCK;https://fortnite.gg/cosmetics?id=3668;4,413;14;2K;364;344;131;401
3930;POWER ROAR;https://fortnite.gg/cosmetics?id=3930;2,491;109;835;131;173;78;273
3954;RIDE ALONG;https://fortnite.gg/cosmetics?id=3954;3,653;35;2.8K;807;644;220;782
3956;RING IT ON;https://fortnite.gg/cosmetics?id=3956;3,801;38;3.8K;842;629;230;919
3743;DARK SIDE;https://fortnite.gg/cosmetics?id=3743;4,273;98;4.9K;1.1K;1.4K;528;2.4K
3675;BANNER WAVE;https://fortnite.gg/cosmetics?id=3675;2,280;53;1.8K;568;926;409;1.7K
4052;TRAITOR!;https://fortnite.gg/cosmetics?id=4052;4,197;64;2.4K;494;503;232;941
3949;RESISTANCE THUMBS UP;https://fortnite.gg/cosmetics?id=3949;3,081;76;2.6K;553;996;456;2.5K
3818;HAVE A SEAT;https://fortnite.gg/cosmetics?id=3818;8,590;53;3.9K;823;725;159;557
3769;FEELIN' JAUNTY;https://fortnite.gg/cosmetics?id=3769;5,650;37;5.5K;1.2K;1.3K;520;1.7K
3802;GLYPHIC;https://fortnite.gg/cosmetics?id=3802;7,412;8;3.8K;459;337;122;397
3817;HARMONY;https://fortnite.gg/cosmetics?id=3817;1,871;16;1K;361;931;333;1.5K
4084;WITCHCRAFT;https://fortnite.gg/cosmetics?id=4084;1,314;29;353;86;101;40;181
4087;XYLO-BONE;https://fortnite.gg/cosmetics?id=4087;2,501;48;1.8K;251;182;76;218
3791;FRIGHT FUNK;https://fortnite.gg/cosmetics?id=3791;8,265;27;10.4K;1.2K;863;389;1.1K
3753;DOUBLE UP;https://fortnite.gg/cosmetics?id=3753;5,253;37;3.3K;924;1.1K;404;1.4K
3934;PUMP IT UP;https://fortnite.gg/cosmetics?id=3934;5,321;14;3.1K;445;335;128;405
4092;ZOMBIFIED;https://fortnite.gg/cosmetics?id=4092;3,576;30;2.4K;530;679;223;666
3673;BALLSY;https://fortnite.gg/cosmetics?id=3673;2,544;35;2.7K;815;1.2K;405;1.5K
3844;ISLAND VIBES;https://fortnite.gg/cosmetics?id=3844;4,200;35;1.7K;443;334;121;327
3920;PIROUETTE;https://fortnite.gg/cosmetics?id=3920;3,760;36;2.7K;731;1.5K;669;2.5K
3750;DISC SPINNER;https://fortnite.gg/cosmetics?id=3750;3,540;13;2K;354;431;125;397
3886;MARTIAL ARTS MASTER;https://fortnite.gg/cosmetics?id=3886;2,901;74;1.4K;419;683;237;871
4075;WELCOME!;https://fortnite.gg/cosmetics?id=4075;3,176;3;785;101;123;31;190
3804;GO HOME!;https://fortnite.gg/cosmetics?id=3804;2,669;3;489;52;131;47;345
3927;POOF;https://fortnite.gg/cosmetics?id=3927;2,210;11;501;155;235;80;227
4013;STATUESQUE;https://fortnite.gg/cosmetics?id=4013;3,295;13;682;184;246;82;240
3940;RAGE QUIT;https://fortnite.gg/cosmetics?id=3940;5,700;70;8K;2.1K;2.5K;816;3.1K
3921;PIZZA PARTY;https://fortnite.gg/cosmetics?id=3921;5,520;54;4.2K;912;744;225;773
3792;FULL TILT;https://fortnite.gg/cosmetics?id=3792;6,574;50;3.6K;797;977;412;1.6K
4037;TEAM SPACE;https://fortnite.gg/cosmetics?id=4037;1,638;11;1.1K;246;417;170;757
4078;WHIPCRACK;https://fortnite.gg/cosmetics?id=4078;5,161;78;2.3K;490;687;282;964
3676;BAT SIGNAL;https://fortnite.gg/cosmetics?id=3676;3,861;78;1.7K;477;627;210;748
4027;TACO TIME;https://fortnite.gg/cosmetics?id=4027;6,831;24;3.9K;495;316;121;475
4056;TSSSSS;https://fortnite.gg/cosmetics?id=4056;5,252;11;2.9K;378;478;195;639
3854;JITTERBUG;https://fortnite.gg/cosmetics?id=3854;4,437;26;4.5K;1K;1.5K;605;2K
3816;HANG ON;https://fortnite.gg/cosmetics?id=3816;3,723;16;741;187;273;80;221
3880;LLAMA CONGA;https://fortnite.gg/cosmetics?id=3880;3,399;14;1.4K;266;331;135;426
4064;VERY SNEAKY;https://fortnite.gg/cosmetics?id=4064;4,414;23;2.6K;473;516;165;534
3872;LAZER FLEX;https://fortnite.gg/cosmetics?id=3872;2,178;13;605;112;374;214;1.4K
3871;LAZER BLAST;https://fortnite.gg/cosmetics?id=3871;13,828;13;8.2K;989;681;236;864
3892;MOON BOUNCE;https://fortnite.gg/cosmetics?id=3892;3,421;12;1.1K;262;408;142;379
3840;INFECTIOUS;https://fortnite.gg/cosmetics?id=3840;5,968;49;6.9K;1.4K;1.7K;728;2.4K
4038;TEAM TOMATO;https://fortnite.gg/cosmetics?id=4038;1,698;13;872;172;283;114;532
4034;TEAM BURGER;https://fortnite.gg/cosmetics?id=4034;1,938;13;817;190;273;85;619
4020;SUGAR RUSH;https://fortnite.gg/cosmetics?id=4020;4,204;19;2.4K;454;555;210;570
4082;WINDMILL FLOSS;https://fortnite.gg/cosmetics?id=4082;7,586;57;7.8K;1.6K;1.7K;672;2.4K
4077;WHERE IS MATT?;https://fortnite.gg/cosmetics?id=4077;3,073;11;1.4K;276;499;207;780
4065;VIBIN';https://fortnite.gg/cosmetics?id=4065;4,480;13;1.7K;329;340;101;259
3711;BURPEE;https://fortnite.gg/cosmetics?id=3711;2,606;24;1K;293;652;246;1.1K
3712;BUSINESS HIPS;https://fortnite.gg/cosmetics?id=3712;3,943;30;2.6K;806;1.5K;615;2.4K
3864;KISS THE CUP;https://fortnite.gg/cosmetics?id=3864;5,270;2;1.9K;213;183;48;242
3952;REVEL;https://fortnite.gg/cosmetics?id=3952;5,050;54;5.3K;1.2K;1.5K;549;1.8K
3969;SAVOR THE W;https://fortnite.gg/cosmetics?id=3969;6,668;33;6.3K;1K;1.1K;452;1.4K
3859;JUMPING JACKS;https://fortnite.gg/cosmetics?id=3859;2,099;9;542;114;250;85;314
3883;MAKE IT PLANTAIN;https://fortnite.gg/cosmetics?id=3883;3,295;30;2.4K;558;542;185;599
3898;NO SWEAT;https://fortnite.gg/cosmetics?id=3898;5,910;49;4.9K;1K;1K;401;1.4K
4057;TURBOCHARGED;https://fortnite.gg/cosmetics?id=4057;1,496;49;450;97;102;37;121
4036;TEAM MONSTER;https://fortnite.gg/cosmetics?id=4036;2,017;31;1K;271;567;266;1.5K
4035;TEAM MECH;https://fortnite.gg/cosmetics?id=4035;2,435;31;1.4K;335;557;240;1.1K
3763;EXTRATERRESTRIAL;https://fortnite.gg/cosmetics?id=3763;3,792;46;2.8K;696;1K;393;1K
3798;GLITTER;https://fortnite.gg/cosmetics?id=3798;8,352;52;5.7K;1.2K;1.2K;552;1.6K
4085;WORK IT;https://fortnite.gg/cosmetics?id=4085;5,195;43;5.3K;1.2K;1.7K;745;2.2K
3733;CRABBY;https://fortnite.gg/cosmetics?id=3733;6,085;43;3.4K;565;408;205;508
3918;PICK IT UP;https://fortnite.gg/cosmetics?id=3918;5,248;9;4.7K;480;659;241;935
3989;SIZZLIN';https://fortnite.gg/cosmetics?id=3989;4,892;34;3.6K;856;803;229;835
3815;HANG LOOSE;https://fortnite.gg/cosmetics?id=3815;2,736;21;1.8K;554;995;364;1.2K
3698;BOUNCER;https://fortnite.gg/cosmetics?id=3698;4,957;33;1.9K;428;352;122;313
3746;DEEP DAB;https://fortnite.gg/cosmetics?id=3746;3,980;41;2.2K;566;811;304;1.1K
3986;SIGNATURE SHUFFLE;https://fortnite.gg/cosmetics?id=3986;6,244;38;3.6K;883;880;279;929
3812;GUITAR WALK;https://fortnite.gg/cosmetics?id=3812;5,753;29;3.7K;705;767;292;989
3882;LOCK IT UP;https://fortnite.gg/cosmetics?id=3882;3,588;37;779;209;417;171;565
3685;BILLY BOUNCE;https://fortnite.gg/cosmetics?id=3685;19,580;64;32K;2.8K;1.7K;683;2.1K
3720;CARTWHEELIN';https://fortnite.gg/cosmetics?id=3720;4,243;13;647;184;261;81;262
3778;FLEX ON 'EM;https://fortnite.gg/cosmetics?id=3778;2,956;9;512;114;198;103;187
3706;BUCKETS;https://fortnite.gg/cosmetics?id=3706;3,608;10;610;138;225;80;196
3900;OLD SCHOOL;https://fortnite.gg/cosmetics?id=3900;4,669;30;3.8K;900;1.2K;461;1.3K
3708;BULLETPROOF;https://fortnite.gg/cosmetics?id=3708;3,656;40;4.6K;845;1.3K;412;1.7K
3679;BE SEEING YOU;https://fortnite.gg/cosmetics?id=3679;3,177;40;4.4K;888;1.6K;467;1.8K
3932;PRICKLY POSE;https://fortnite.gg/cosmetics?id=3932;2,514;9;540;173;263;95;231
3870;LAVISH;https://fortnite.gg/cosmetics?id=3870;4,383;11;2.6K;351;386;175;613
3741;DANCE OFF;https://fortnite.gg/cosmetics?id=3741;6,546;67;6.3K;928;787;298;1.2K
4080;WIDOW’S PIROUETTE;https://fortnite.gg/cosmetics?id=4080;6,282;10;3.7K;566;676;240;1K
3710;BUNNY HOP;https://fortnite.gg/cosmetics?id=3710;4,171;29;2.1K;506;609;259;1.1K
4023;SWITCHSTEP;https://fortnite.gg/cosmetics?id=4023;6,576;51;9.5K;2K;2.7K;927;3.3K
3755;DREAM FEET;https://fortnite.gg/cosmetics?id=3755;6,365;41;3K;531;383;133;348
3852;JAZZ HANDS;https://fortnite.gg/cosmetics?id=3852;2,786;35;2.2K;819;1.7K;636;2.3K
3765;FANCIFUL;https://fortnite.gg/cosmetics?id=3765;3,257;9;1K;206;241;116;357
3936;PUNCHED UP;https://fortnite.gg/cosmetics?id=3936;1,873;25;1.8K;782;2.4K;877;4.5K
3773;FIRE SPINNER;https://fortnite.gg/cosmetics?id=3773;4,545;40;2.1K;513;514;210;423
4007;SPRING-LOADED;https://fortnite.gg/cosmetics?id=4007;4,048;26;1.3K;393;644;226;614
3758;DRUM MAJOR;https://fortnite.gg/cosmetics?id=3758;4,188;18;1.6K;312;432;175;537
3991;SLAP HAPPY;https://fortnite.gg/cosmetics?id=3991;3,098;18;1.8K;400;702;364;1.4K
3941;RAINING DOUBLOONS;https://fortnite.gg/cosmetics?id=3941;2,370;26;2.1K;679;974;316;1.3K
3974;SHADOW BOXER;https://fortnite.gg/cosmetics?id=3974;3,161;38;1.8K;671;1.3K;490;2K
3767;FANDANGLE;https://fortnite.gg/cosmetics?id=3767;4,283;15;1.8K;246;335;161;470
3703;BREEZY;https://fortnite.gg/cosmetics?id=3703;3,172;13;1K;202;338;135;461
4010;SPYGLASS;https://fortnite.gg/cosmetics?id=4010;3,372;13;1.3K;289;373;104;426
3850;JAMBOREE;https://fortnite.gg/cosmetics?id=3850;2,964;17;1.2K;284;439;186;638
3906;OVERDRIVE;https://fortnite.gg/cosmetics?id=3906;4,241;14;1.7K;295;259;98;270
3744;DAYDREAM;https://fortnite.gg/cosmetics?id=3744;6,909;79;8.6K;2.3K;2.9K;1.2K;4.7K
3992;SLICK;https://fortnite.gg/cosmetics?id=3992;6,251;29;5.5K;956;1K;428;1.3K
3666;AIR HORN;https://fortnite.gg/cosmetics?id=3666;4,894;28;1.2K;267;262;88;268
3723;CHEER UP;https://fortnite.gg/cosmetics?id=3723;5,740;21;2K;462;418;141;390
4046;TIME OUT;https://fortnite.gg/cosmetics?id=4046;2,189;35;444;171;373;102;517
3801;GLOWSTICKS;https://fortnite.gg/cosmetics?id=3801;4,023;75;2.2K;636;670;241;611
3885;MARSH WALK;https://fortnite.gg/cosmetics?id=3885;13,217;44;13K;1.7K;1.1K;468;2K
3688;BOBBIN';https://fortnite.gg/cosmetics?id=3688;3,268;17;1.5K;326;584;265;1K
4079;WHIRLWIND;https://fortnite.gg/cosmetics?id=4079;3,416;16;1.6K;378;463;185;440
3839;IDK;https://fortnite.gg/cosmetics?id=3839;4,498;28;2.7K;779;1.1K;309;973
3783;FLUX;https://fortnite.gg/cosmetics?id=3783;3,754;16;1.5K;306;397;161;430
3873;LAZY SHUFFLE;https://fortnite.gg/cosmetics?id=3873;4,998;29;4.8K;1K;1.6K;578;2K
3866;KNEE SLAPPER;https://fortnite.gg/cosmetics?id=3866;4,320;39;2.6K;572;740;259;819
3891;MIND BLOWN;https://fortnite.gg/cosmetics?id=3891;3,648;24;631;212;255;75;221
3811;GROUND POUND;https://fortnite.gg/cosmetics?id=3811;3,969;55;3.6K;1.4K;3.6K;1.2K;6.4K
3979;SHAOLIN SIT-UP;https://fortnite.gg/cosmetics?id=3979;4,419;46;1.2K;383;500;166;410
3727;CLEAN GROOVE;https://fortnite.gg/cosmetics?id=3727;3,716;30;2.6K;739;1.5K;588;2.1K
3664;ACCOLADES;https://fortnite.gg/cosmetics?id=3664;3,966;14;1.5K;354;416;157;519
